Movie,Path
Karlsvognen (1992),< 1M#Below average
Somewhere in Time (1980),Two months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Paris, Dabar (2003),< 1M#Good
Short Cut to Nirvana: Kumbh Mela (2004),[100K-500K[#< 1M*< 1M#Good
Chasing Sleep (2000),< 1M#Good
Every Breath You Take (2008),One month#[100K-500K[
Stop-Loss (2008),More than six months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Rampe & Naukkis - Kaikkien aikojen superpari (1990),One month#[100K-500K[
Denise Calls Up (1995),< 1M#Good
De kabouterschat (1999),[1M-10M[#Below average
Off Your Rocker (1982),Two months#[1M-5M[
Skhiz (2006),One month#[5K-10K[
USS Indianapolis: Men of Courage (2016),Three months#[10M-50M[
Crossing the Line (2006),< 1M#Good
Picking Up the Pieces (2000),< 1M#Below average
Hangin' Tough Live (1989),[10M-100M[#Good
Wings in the Wilderness (1975),Three months#[100K-500K[
Il miracolo (2003),< 1M#Good
Who Killed Chea Vichea? (2011),1 hour#More than six months*More than six months#[100K-500K[
Daphne and the Pirate (1916),1 hour#Three months
Il bisbetico domato (1980),[1M-10M[#Good
Harry Potter and the Chamber of Secrets (2002),3 hours#More than six months*More than six months#>= 50M*>= 50M#> 100M*> 100M#Good
Lady Jane (1986),[5M-10M[#< 1M*< 1M#Good
Crimen imposible? (1954),< 1M#Below average
A Year in Mooring (2011),< 1M#Below average
La perdicin de los hombres (2000),< 1M#Good
Zabytaya melodiya dlya fleyty (1987),< 1M#Good
U Turn (1997),Three months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
How to Train Your Dragon (2010),>= 50M#> 100M*> 100M#Excellent
Shaft (1971),Two months#[1M-5M[*[1M-5M[#[10M-100M[*[10M-100M[#Good
Party Line (1988),< 1M#Below average
Cinco almohadas para una noche (1974),< 1M#Good
Piko (2010),One month#[100K-500K[
Les Bois (2017),Three months#[100K-500K[
The Golden Compass (2007),Five months#>= 50M*>= 50M#> 100M*> 100M#Good
Les femmes... ou les enfants d'abord... (2002),< 1M#Good
Rosenzeit (2004),One month#[1K-5K[
Battle Cry (1955),[10M-100M[#Good
Natale a Rio (2008),[10M-100M[#Below average
Quentin Durward (1955),[1M-5M[#[1M-10M[*[1M-10M[#Good
Love Refreshed (2012),Less than a week#[10K-50K[
Andaaz (2003),[1M-10M[#Below average
Spriggan (1998),< 1M#Good
Little Secrets (2001),2 hours#Six months*Six months#[1M-5M[*[1M-5M[#< 1M*< 1M#Good
Yeh Mohabbat Hai (2002),< 1M#Below average
Juego de verano (2005),1.5 hours#Six months
Still Life with Razor (2005),Less than 15 minutes#Less than a week*Less than a week#[1K-5K[
Largo retorno (1975),< 1M#Good
To Sleep with Anger (1990),2 hours#Three months*[1M-10M[#Good
Strme ber dem Mont Blanc (1930),2 hours#One month
Los novios blgaros (2003),< 1M#Below average
The Invisible Circus (2001),< 1M#Below average
Saving Levi (2009),Less than a week#[5K-10K[
Wrecked (2011),Less than a week#[5K-10K[
More of Me (2007),One month#[1M-5M[
Rear Window (1954),Two months#[500K-1M[*[500K-1M[#[10M-100M[*[10M-100M[#Excellent
Flow: For Love of Water (2008),[100K-500K[#< 1M*< 1M#Good
Marmaduke (2010),[10M-50M[#[10M-100M[*[10M-100M[#Below average
Pillow Talk (1959),[10M-100M[#Good
Die Siebtelbauern (1998),< 1M#Good
Harold and Maude (1971),Five months#[1M-5M[
Roger Dodger (2002),[1M-10M[#Good
Sinterklaas en het geheim van het grote boek (2008),[100K-500K[#[1M-10M[*[1M-10M[#Below average
glantine (1972),1.5 hours#Two months
Helden - Wenn Dein Land Dich braucht (2013),Three months#[5M-10M[
Gestacin (2009),Two months#[100K-500K[
In da Street (2014),Less than a week#[1K-5K[
Big Words (2013),< 1M#Good
Addio fratello crudele (1971),2 hours#Four months
Red Seven (2006),Less than 15 minutes#One month*One month#< 1K
The O.R. (2007),Less than 15 minutes#One month*One month#[1K-5K[
Instinct (1999),More than six months#>= 50M*>= 50M#[10M-100M[*[10M-100M[#Good
Sweet Rosie O'Grady (1943),[1M-5M[#[1M-10M[*[1M-10M[#Good
The Old Car (2010),Less than 15 minutes#Less than a week
Little Bruno (2007),< 1M#Below average
The Longest Ride (2015),[10M-50M[#[10M-100M[*[10M-100M[#Good
In/Significant Others (2009),[50K-100K[#< 1M*< 1M#Below average
Amir El Zalam (2002),< 1M#Below average
Romeo & Juliet: Sealed with a Kiss (2005),[1M-5M[#< 1M
Det rde kapel (2009),< 1M#Good
Play Misty for Me (1971),2 hours#Two months*Two months#[500K-1M[*[500K-1M[#[10M-100M[*[10M-100M[#Good
The Blue Lightning (1986),2 hours#Two months*Two months#[1M-5M[
Hei kek ji wong (1999),[1M-10M[#Good
Had Better Days (2016),More than six months#[5K-10K[
The Mummy (1959),1.5 hours#Two months*Two months#[100K-500K[
One Small Hitch (2013),< 1M#Good
The Prince & Me (2004),[10M-100M[#Below average
La fabuleuse aventure de Marco Polo (1965),2 hours#More than six months
Anna and the King (1999),Four months#>= 50M*>= 50M#> 100M*> 100M#Good
The Glory Years (2008),30 minutes#One month*One month#[1K-5K[
The Dinner (2015),Less than a week#[1K-5K[
La rgion centrale (1971),Less than a week#[10K-50K[
Impact (2013),Less than 15 minutes#Less than a week*Less than a week#[1K-5K[
Fietsen naar de maan (1963),[100K-500K[#< 1M*< 1M#Good
El retorno de Walpurgis (1973),< 1M#Below average
Satans (2007),< 1M#Good
Der Sieger (1932),1.5 hours#Four months
Million Dollar Baby (2004),Two months#[10M-50M[*[10M-50M[#> 100M*> 100M#Excellent
Smilla's Sense of Snow (1997),More than six months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
The House (2006),2 hours#One month
Xing fu shi guang (2000),[1M-5M[#< 1M*< 1M#Good
4 for Texas (1963),Three months#[1M-5M[*[1M-5M[#< 1M*< 1M#Below average
Chabad: To Life Telethon (2008),[100K-500K[#[1M-10M[*[1M-10M[#Good
Il letto in piazza (1976),< 1M#Below average
Legally Blonde (2001),Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Tribute to a Bad Man (1956),[1M-5M[#[1M-10M[*[1M-10M[#Good
O Fantasma (2000),< 1M#Below average
El hombre de negro (1969),1.5 hours#Two months
Skylanders: Spyro's Adventure (2011),> 100M#Good
Diamonds to Dust (2014),Three months#[10K-50K[
I Still Know What You Did Last Summer (1998),Three months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Below average
Mekong Hotel (2012),< 1M#Good
Gekijou-ban Mahou Shoujo Madoka*Magica: [Zenpen] Hajimari no monogatari (2012),[1M-10M[#Good
Inspiration (1931),[100K-500K[#< 1M*< 1M#Good
Laws of Deception (2005),Less than 15 minutes#Two months
Tempest (1928),2 hours#Five months
The Heartbreak Kid (2007),>= 50M#> 100M*> 100M#Below average
The Original Kings of Comedy (2000),Less than a week#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Me & Isaac Newton (1999),[1M-5M[#< 1M*< 1M#Good
Half Baked (1998),Two months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Good
Wonder Women (1973),1.5 hours#More than six months*More than six months#[100K-500K[
Krampus: The Christmas Devil (2013),Four months#[100K-500K[
Hasta cuando? (2011),Less than 15 minutes#Less than a week*Less than a week#[10K-50K[
A Kiss to Build a Dream On (2015),Less than a week#< 1K
Le vieil homme et l'enfant (1967),< 1M#Good
Life After Beth (2014),Three months#[1M-5M[
Quelques jours avec toi (2016),Two months#[1K-5K[
Born of Hope (2009),More than six months#[10K-50K[
The Last Shot 2 (2010),30 minutes#One month*One month#[100K-500K[
Morbo (1972),< 1M#Below average
Cmo casarse en 7 das (1971),< 1M#Below average
Katzenleben (2009),30 minutes#Less than a week
The Manhattan Project (1986),[10M-50M[#[1M-10M[*[1M-10M[#Good
Drmkken (1993),[1M-10M[#Below average
Asignatura pendiente (1977),[1M-10M[#Good
Le fantme de la libert (1974),< 1M#Excellent
Con mostaza sabe mejor (2005),Less than 15 minutes#Two months*Two months#[10K-50K[
The Black Cat (1934),[50K-100K[#< 1M*< 1M#Good
Planet of the Apes (1968),2 hours#Three months*Three months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Excellent
The Wonderful World of the Brothers Grimm (1962),[10M-100M[#Good
Angel-A (2005),[10M-50M[#< 1M*< 1M#Good
Julie (2005),1.5 hours#Less than a week
Johnson Family Vacation (2004),[10M-50M[#[10M-100M[*[10M-100M[#Below average
Il mantello rosso (1955),< 1M#Good
24 hs en la city (2003),1.5 hours#Two months
The Salt of the Earth (2014),[1M-10M[#Excellent
Niskavuori taistelee (1957),2 hours#Six months
Desert Bloom (1986),< 1M#Good
Caravans (1978),[10M-50M[#< 1M*< 1M#Good
El asesino de muecas (1975),< 1M#Below average
Early Grave (2013),One month#[10K-50K[
Dirge to the Sea (2008),1 hour#More than six months*More than six months#[5K-10K[*[5K-10K[#< 1M
Champions (1984),< 1M#Good
Dracula (1992),Four months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Beyond the Black Rainbow (2010),[500K-1M[#< 1M*< 1M#Good
The Ache (2009),One month#[100K-500K[
Grayson (2004),Less than 15 minutes#More than six months*More than six months#[10K-50K[
Dudley Do-Right (1999),Three months#>= 50M*>= 50M#[1M-10M[*[1M-10M[#Bad
Sharkbite Beach (2010),Two months#[100K-500K[
Candie's Harem (2015),Two months#[1K-5K[
Last Days Here (2011),< 1M#Good
Brass Target (1978),[1M-10M[#Below average
Suspiros de Espaa (1939),< 1M#Good
King Solomon's Mines (1985),[10M-50M[#[10M-100M[*[10M-100M[#Below average
The Best Democracy Money Can Buy (2016),[100K-500K[#< 1M
Tabamata ime (2006),3 hours#More than six months
Gli eroi del West (1964),< 1M#Below average
Reds (1981),More than six months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Rize (2005),[1M-10M[#Good
True Color (2004),30 minutes#Two months
Vampires in Vienna (2009),30 minutes#More than six months*More than six months#[1K-5K[
Stroker Ace (1983),[10M-100M[#Below average
The Mighty (1998),[1M-10M[#Good
Missione apocalisse (1966),< 1M#Good
La pazza gioia (2016),[1M-10M[#Good
Niskavuori (1984),2 hours#One month*One month#[500K-1M[
Playboy Video Centerfold: 50th Anniversary Playmate Colleen Shannon (2003),1 hour#More than six months
Drumline (2002),[10M-50M[#[10M-100M[*[10M-100M[#Below average
Harry Potter and the Order of the Phoenix (2007),More than six months#>= 50M*>= 50M#> 100M*> 100M#Good
La honradez de la cerradura (1950),< 1M#Good
Perry's Wait (2007),30 minutes#Two months*Two months#[1K-5K[
Zonda: folclore argentino (2015),< 1M#Good
Pretty Woman (1990),3 hours#Three months*Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Second Chance (1953),[1M-10M[#Good
Avaze gonjeshk-ha (2008),< 1M#Excellent
Copying Beethoven (2006),Two months#[10M-50M[*[10M-50M[#< 1M*< 1M#Good
The Green Berets (1968),[5M-10M[#[10M-100M[*[10M-100M[#Below average
Kanak Attack (2000),Two months#[1M-5M[
The Vatican Tapes (2015),[5M-10M[#[10M-100M[*[10M-100M[#Below average
The Breakfast Club (1985),Three months#[500K-1M[*[500K-1M[#[10M-100M[*[10M-100M[#Good
Tooting Broadway Flatmates (2008),Less than 15 minutes#Less than a week*Less than a week#< 1K
The Pruitt-Igoe Myth (2011),< 1M#Good
La p... respectueuse (1952),2 hours#Two months
Les muses orphelines (2000),< 1M#Good
3 Men and a Little Lady (1990),[10M-100M[#Below average
De witte (1980),Three months#[500K-1M[
Moving Violations (1985),[10M-100M[#Below average
Vivir es fcil con los ojos cerrados (2013),< 1M#Good
Chand Sa Roshan Chehra (2005),< 1M#Below average
The Scared of Death Society (2010),1.5 hours#Two months*Two months#[1K-5K[
O Princpio da Sabedoria (1975),3 hours#More than six months
Ong-bak 3 (2010),< 1M#Below average
Ik ook van jou (2001),< 1M#Good
Silent House (2011),[1M-5M[#[10M-100M[*[10M-100M[#Below average
They Call Me Bruce? (1982),[10M-100M[#Below average
Nazar (2005),< 1M#Below average
Final Destination (2000),[10M-50M[#> 100M*> 100M#Good
King of the Carnival (1947),30 minutes#Less than a week
Love Serenade (1996),[1M-5M[#< 1M*< 1M#Good
Beatriz (1976),< 1M#Below average
95 Miles to Go (2004),< 1M#Below average
The Luigi0730 Movie (2014),1.5 hours#Three months*Three months#[1K-5K[
Coast Mafia (2014),[1M-5M[#[1M-10M[*[1M-10M[#Excellent
Orca (1977),[10M-100M[#Below average
Un dlar de recompensa (1972),< 1M#Good
Nightmares (1983),[1M-10M[#Below average
Les sentiments (2003),< 1M#Good
En Andaluca naci el amor (1966),< 1M#Below average
Keep the Aspidistra Flying (1997),< 1M#Good
Hit and Run (2012),[1M-5M[#[10M-100M[*[10M-100M[#Good
The Dark Ages (2012),Three months#[1K-5K[
Du xia da zhan La Si Wei Jia Si (1999),< 1M#Below average
Triton (2004),Less than 15 minutes#Two months*Two months#[5K-10K[
Omkara (2006),< 1M#Excellent
The Best Years of Our Lives (1946),[1M-5M[#[10M-100M[*[10M-100M[#Excellent
Summer's Children (1979),Two months#[100K-500K[
The Russia House (1990),[10M-100M[#Good
Ranbanka (2015),[1M-5M[#< 1M*< 1M#Good
Fei ying gai wak (1991),[10M-50M[#[10M-100M[*[10M-100M[#Good
Onda su onda (2016),< 1M#Below average
Os Olhos da Alma (1923),1.5 hours#Five months*Five months#[500K-1M[
4 Elements (2006),< 1M#Good
Angel (1984),[1M-5M[#[10M-100M[*[10M-100M[#Below average
Tokyo Sonata (2008),[1M-5M[#< 1M*< 1M#Good
Der 20. Juli (1955),2 hours#Two months
Wahed Saheh (2011),< 1M#Good
Fainaru fantaj IX (2000),[10M-50M[#> 100M*> 100M#Excellent
Anna (1987),[1M-10M[#Good
La scorta (1993),< 1M#Good
Reroute (2004),2 hours#Four months*Four months#[10K-50K[
Iddari Katha (2015),Five months#< 1K
Les quatre vrits (1962),< 1M#Good
Fracture (2011),Less than 15 minutes#Less than a week
The Dog Days of Summer (2004),Less than 15 minutes#Less than a week*Less than a week#[5K-10K[
Ding et Dong le film (1990),[1M-10M[#Below average
Hockney (2014),< 1M#Good
Vincere (2009),[5M-10M[#[1M-10M[*[1M-10M[#Good
Gojira vs. Biorante (1989),1.5 hours#More than six months*More than six months#[1M-5M[*[1M-5M[#[1M-10M[*[1M-10M[#Good
Tinker Bell and the Legend of the NeverBeast (2014),[10M-100M[#Good
En kvll p krogen (2011),Four months#[100K-500K[
La gran aventura de Mortadelo y Filemn (2003),1.5 hours#Six months*Six months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Below average
Hired to Kill (1990),2 hours#Two months
Blink of an Eye (1992),2 hours#Two months
C.I.T. (2016),Less than a week#[10K-50K[
Tombstone (1993),3 hours#Four months*Four months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Wu Lang ba gua gun (1984),< 1M#Good
A Shattered Silence (1977),30 minutes#More than six months
Pianomania (2009),[100K-500K[#< 1M*< 1M#Good
Never Mind the Sex Pistols, Here's the Bollocks (1978),30 minutes#Four months*Four months#[1K-5K[
Fanaa (2006),[5M-10M[#[1M-10M[*[1M-10M[#Good
The Quest for Red Bull (2013),Less than a week#< 1K
Dragon Ball Z: Doragon bru Z - Kami to Kami (2013),[10M-100M[#Good
All About Janet (2014),Less than a week#[1K-5K[
Porte des Lilas (1957),2 hours#Three months
Blonde and Blonder (2007),[5M-10M[#< 1M*< 1M#Bad
Ck Ni Yinning (2015),[10M-50M[#< 1M
Universal Squadrons (2011),[1M-5M[#< 1M*< 1M#Below average
Eleven Eleven (2017),One month#[1M-5M[
Prayer Life (2008),Two months#[100K-500K[
Urgent Care (2013),Less than a week#< 1K
Serbis (2008),< 1M#Good
nibus 174 (2002),< 1M#Good
One Eight Seven (1997),Three months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Good
The Resurrected (1991),Two months#[5M-10M[
K3 en het magische medaillon (2004),[1M-10M[#Below average
The Texas Chain Saw Massacre (1974),1.5 hours#Two months*Two months#[50K-100K[*[50K-100K[#[10M-100M[*[10M-100M[#Good
Emotional Motor Unit (2016),Less than a week#[10K-50K[
Viva Zapata! (1952),< 1M#Good
Naechureol siti (2003),< 1M#Below average
Skunk-Ape Hunters in Texas (2011),Two months#[10K-50K[
Cinquime fugue (2009),Less than a week#[1K-5K[
December Ends (2006),2 hours#One month
Cobayas: Human Test (2014),More than six months#[100K-500K[
The Running Ham (2016),Less than a week#[1K-5K[
Help! My Gumshoe's an Idiot! (2016),One month#[100K-500K[
Killing Kasztner (2008),< 1M#Good
Double Happiness (2001),30 minutes#One month
Julie, chevalier de Maupin (2004),3 hours#Four months
The Golden Tree (2010),1 hour#Two months*Two months#[10K-50K[
When the Wind Blows (1986),[1M-10M[#Good
Broken English (2007),2 hours#Two months*Two months#[1M-5M[*[1M-5M[#< 1M*< 1M#Good
Wild Safari 3D (2005),[1M-5M[#[10M-100M[*[10M-100M[#Below average
Angelo, Frdo et Romo (1996),< 1M#Bad
Intacto (2001),[1M-10M[#Good
Yonkers Joe (2008),[1M-5M[#[1M-10M[*[1M-10M[#Good
Le deportate della sezione speciale SS (1976),< 1M#Below average
Dispara! (1993),< 1M#Good
J. Edgar (2011),[10M-50M[#[10M-100M[*[10M-100M[#Good
All That Glitters (2010),Two months#[10K-50K[
Bed of Roses (1996),[10M-100M[#Good
We're No Angels (1955),[1M-5M[#[1M-10M[*[1M-10M[#Good
Gagsters: The Movie (2011),< 1K#< 1M
La daga de Rasputn (2011),< 1M#Bad
Une amie d'enfance (1978),One month#[100K-500K[
Dentro lo specchio (2011),Less than a week#[10K-50K[
La cena per farli conoscere (2007),[1M-10M[#Below average
The Cheapest Man in the Room (2008),30 minutes#One month*One month#[5K-10K[
Furtivos (1975),[1M-10M[#Good
Pledge This! (2006),[5M-10M[#[1M-10M[*[1M-10M[#Bad
Beverly Hills Chihuahua 2 (2011),[10M-50M[#[10M-100M[*[10M-100M[#Below average
Laisse-moi une place sur le Divan (2009),1.5 hours#Less than a week*Less than a week#[100K-500K[
This Is England (2006),[1M-5M[#[1M-10M[*[1M-10M[#Good
Forever Amber (1947),[5M-10M[#[10M-100M[*[10M-100M[#Good
Los amantes del Crculo Polar (1998),[1M-10M[#Good
A Distant Chord (1994),More than six months#[10K-50K[
Nak Muay (2013),1 hour#More than six months*More than six months#[100K-500K[
Ran (1985),More than six months#[10M-50M[*[10M-50M[#[1M-10M[*[1M-10M[#Excellent
The Deep (1977),[5M-10M[#[10M-100M[*[10M-100M[#Good
The Delinquents (1989),[1M-10M[#Below average
Monsters (2010),[100K-500K[#[1M-10M[*[1M-10M[#Good
Don't Jump the Queue (2001),Less than 15 minutes#One month*One month#[5K-10K[
Madrid, Costa Fleming (1976),< 1M#Bad
BlackJack (1990),[1M-10M[#Below average
Zamaanat (2016),Less than a week#[1M-5M[
Chun feng chen zui de ye wan (2009),< 1M#Good
Pepita Jimnez (1975),< 1M#Below average
Bubot Niyar (2006),< 1M#Good
The Last Cause (1976),More than six months#[50K-100K[
Yu nu qin qing (1970),< 1M#Below average
VIViD (2011),Four months#[1K-5K[
In Search of Historic Jesus (1979),[10M-100M[#Below average
Las flores del vicio (1979),< 1M#Below average
Antonio Machn: Toda una vida (2002),< 1M#Good
Making Bets and Chasing Girls (2009),30 minutes#One month*One month#< 1K
The Ah of Life (2010),1.5 hours#One month*One month#[5K-10K[
Liebeskind (2005),1.5 hours#Two months
Manuela y Manuel (2007),[500K-1M[#< 1M*< 1M#Good
Cruel Intentions (1999),Two months#[5M-10M[*[5M-10M[#[10M-100M[*[10M-100M[#Good
The Devil Walks in Salem (2014),Less than a week#[50K-100K[
PCU (1994),[5M-10M[#[1M-10M[*[1M-10M[#Good
Down on Cherry Lane (2014),One month#< 1K
Every Good Thing to Rust (2008),1.5 hours#More than six months*More than six months#[1K-5K[
One True Thing (1998),Four months#[10M-50M[*[10M-50M[#[10M-100M[*[10M-100M[#Good
Devil Girl (2007),[500K-1M[#< 1M*< 1M#Bad
Pensionat Oskar (1995),[1M-5M[#< 1M*< 1M#Good
Rambo (2008),1.5 hours#Three months*Three months#[10M-50M[*[10M-50M[#> 100M*> 100M#Good
Az n XX. szzadom (1989),< 1M#Good
Cosmonauta (2009),< 1M#Good
Ju-on: Owari no hajimari (2014),< 1M#Below average
Frankie and Johnny (1966),Two months#[1M-5M[
The King Is Alive (2000),< 1M#Good
Zerophilia (2005),[100K-500K[#< 1M*< 1M#Good
Deterrence (1999),[500K-1M[#< 1M*< 1M#Good
Baby Doom (1998),< 1M#Below average
The Playhouse (2007),Less than 15 minutes#Less than a week*Less than a week#[1K-5K[
Playboy Playmate DVD Calendar Collection: 2000-2005 (2006),More than 3 hours#More than six months
Stand Your Ground (2013),One month#[1M-5M[
Acapulco Golden (2005),Less than 15 minutes#One month*One month#[5K-10K[
Three Days of the Condor (1975),[10M-100M[#Good
Des Kaisers neue Kleider (2010),1 hour#One month
Los conquistadores del Pacfico (1963),< 1M#Below average
La fille sur le pont (1999),[1M-10M[#Good
Grown Ups (2010),Four months#>= 50M*>= 50M#> 100M*> 100M#Good
I malamondo (1964),< 1M#Good
Chain of Custody (2012),Less than a week#< 1K
Laura, les ombres de l't (1979),< 1M#Below average
The Wicker Man (1973),Two months#[500K-1M[*[500K-1M[#< 1M*< 1M#Good
The Operation (1990),2 hours#One month
Hodet over vannet (1993),< 1M#Good
Las alegres vampiras de Vgel (1975),< 1M#Below average
First Love, Last Rites (1997),[100K-500K[#< 1M*< 1M#Below average
A Strange Kind of Love (2012),More than six months#[5K-10K[
